"i01","i02","i03","i04","i05","i06","i07","i08","i09","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50"
"E","D","C","B","A","C","C","E","B","C","D","A","C","A","D","C","B","E","B","C","E","B","A","C","E","D","E","A","A","D","C","C","B","C","A","C","B","C","A","B","A","D","C","E","C","D","C","E","A","D"
